trim,condition,isOneOwner,mileage,year,color,dispacement,fuel,region,soundSystem,wheelType,wheelSize,featureCount
550,New,f,6,2014,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,11
500,Used,f,128723,2000,unsp,5,Gasoline,Mtn,Bose,Alloy,16,94
430,Used,f,99035,2003,Black,4.3,Gasoline,Pac,unsp,Alloy,unsp,32
550,Used,t,25891,2012,White,4.6,Gasoline,SoA,unsp,Alloy,unsp,35
550,New,f,16,2014,Black,4.6,Gasoline,SoA,unsp,unsp,20,17
550,CPO,t,30036,2013,Black,4.6,Gasoline,Pac,Harman Kardon,Alloy,unsp,73
550,CPO,f,28434,2013,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,56
550,Used,t,28018,2010,Black,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,81
500,Used,f,71053,2005,Gray,5,Gasoline,Pac,unsp,unsp,unsp,0
550,New,f,43,2014,White,4.6,Gasoline,WSC,unsp,unsp,unsp,53
550,New,f,9,2015,unsp,4.6,Gasoline,Pac,unsp,unsp,unsp,54
550,New,f,10,2015,unsp,4.6,Gasoline,SoA,Premium,Alloy,unsp,75
550,Used,f,30757,2012,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,0
550,Used,f,86810,2008,Black,5.5,Gasoline,ENC,Premium,Alloy,unsp,90
550,Used,f,79733,2009,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,51
550,Used,f,20680,2012,Silver,4.6,Gasoline,ENC,Harman Kardon,unsp,unsp,24
350,CPO,f,3166,2013,Black,3,Diesel,SoA,unsp,unsp,unsp,8
550,New,f,11,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,63
550,New,f,10,2014,White,4.6,Gasoline,Pac,unsp,unsp,unsp,59
550,CPO,t,16000,2012,Gray,4.6,Gasoline,Pac,unsp,unsp,unsp,11
550,Used,t,33035,2012,Silver,4.6,Gasoline,ENC,Premium,Alloy,unsp,72
550,New,f,50,2014,Blue,4.6,Gasoline,Mid,Premium,unsp,unsp,67
320,Used,f,140947,1996,Beige,3.2,Gasoline,ENC,unsp,unsp,unsp,20
430,Used,f,72141,2005,Black,4.3,Gasoline,Mid,unsp,unsp,unsp,5
600,New,f,10,2015,White,6,Gasoline,SoA,Premium,Alloy,20,73
350,New,f,74,2013,Black,3,Diesel,Pac,unsp,unsp,unsp,0
550,CPO,t,27749,2012,Brown,4.6,Gasoline,Pac,unsp,unsp,unsp,13
63,Used,t,14188,2011,unsp,5.5,Gasoline,Pac,Bang Olufsen,Alloy,unsp,60
550,Used,f,24012,2013,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,80
550,Used,f,44494,2011,unsp,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,73
550,Used,f,57767,2009,Silver,5.5,Gasoline,ENC,unsp,Alloy,unsp,76
550,Used,f,8985,2014,Black,4.6,Gasoline,WNC,unsp,Alloy,18,65
430,Used,f,97724,2001,Silver,4.3,Gasoline,SoA,Premium,Alloy,unsp,55
550,CPO,t,20453,2011,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,55
550,New,f,18,2015,Black,4.6,Gasoline,SoA,Premium,Alloy,19,82
550,Used,f,13884,2013,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,54
550,New,f,10,2015,White,4.6,Gasoline,SoA,unsp,unsp,unsp,48
550,New,f,8,2015,White,4.6,Gasoline,Pac,unsp,unsp,18,86
550,Used,f,85420,2007,Black,5.5,Gasoline,WSC,unsp,unsp,unsp,10
550,Used,t,99765,2008,Silver,5.5,Gasoline,WSC,unsp,unsp,unsp,34
430,Used,f,66453,2002,Silver,4.3,Gasoline,New,unsp,Alloy,unsp,54
550,New,f,9,2015,Black,4.6,Gasoline,Mid,Premium,unsp,unsp,81
550,New,f,7,2014,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,70
430,Used,f,59119,2004,Black,4.3,Gasoline,SoA,unsp,unsp,unsp,8
550,Used,f,41176,2010,White,5.5,Gasoline,SoA,unsp,Alloy,unsp,48
600,Used,f,125935,2003,Silver,5.5,Gasoline,Pac,unsp,unsp,unsp,0
550,CPO,f,31613,2012,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,74
550,CPO,f,35474,2013,Gray,4.6,Gasoline,ENC,Premium,Alloy,unsp,76
550,New,f,25,2015,Black,4.6,Gasoline,Pac,Premium,Alloy,unsp,68
550,CPO,f,9693,2011,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,62
350,Used,f,68908,2006,Black,3.7,Gasoline,SoA,unsp,unsp,unsp,56
550,New,f,12,2015,Black,4.6,Gasoline,SoA,unsp,Alloy,18,63
430,Used,f,96584,2002,White,4.3,Gasoline,WSC,Premium,unsp,unsp,36
400,Used,f,19436,2011,Silver,3.5,Hybrid,Pac,unsp,Alloy,unsp,54
550,Used,f,44892,2010,White,5.5,Gasoline,ENC,Harman Kardon,Alloy,18,98
63,Used,t,32175,2011,Silver,5.5,Gasoline,SoA,unsp,Alloy,unsp,67
550,CPO,f,27664,2012,Gray,4.6,Gasoline,SoA,unsp,unsp,unsp,22
550,New,f,9,2015,Green,4.6,Gasoline,Pac,unsp,Alloy,18,109
500,Used,f,140483,2000,Silver,5,Gasoline,ESC,Premium,unsp,unsp,34
550,Used,f,75180,2007,Black,5.5,Gasoline,Mtn,unsp,Alloy,unsp,52
550,Used,f,19124,2012,Black,4.6,Gasoline,New,unsp,unsp,unsp,57
550,New,f,11,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0
500,Used,t,124800,2006,Black,5,Gasoline,SoA,unsp,unsp,unsp,12
350,Used,f,23879,2012,Black,3,Diesel,WSC,Harman Kardon,Alloy,unsp,65
550,New,f,4,2014,Blue,4.6,Gasoline,Pac,unsp,unsp,unsp,0
550,New,f,4,2015,White,4.6,Gasoline,Pac,unsp,unsp,unsp,1
550,Used,t,60365,2010,Silver,5.5,Gasoline,Pac,unsp,unsp,unsp,0
550,Used,f,65004,2007,Gray,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,62
550,New,f,17,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,68
550,Used,t,29735,2013,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,1
600,New,f,1,2015,Silver,6,Gasoline,Mid,Premium,Alloy,unsp,73
550,CPO,f,32948,2011,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,73
550,Used,f,85256,2007,Black,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,64
550,New,f,6,2014,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,2
550,Used,f,57120,2008,Black,5.5,Gasoline,WNC,Harman Kardon,Alloy,unsp,60
550,Used,t,32161,2010,Silver,5.5,Gasoline,SoA,unsp,unsp,unsp,20
550,New,f,6,2014,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,0
550,Used,f,58933,2007,Silver,5.5,Gasoline,SoA,Premium,Alloy,unsp,54
550,New,f,35,2015,Silver,4.6,Gasoline,Mid,Premium,unsp,unsp,80
550,Used,f,115627,2007,Blue,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,75
430,Used,f,137688,2004,Black,4.3,Gasoline,Mtn,Premium,Alloy,unsp,70
550,New,f,11,2014,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,64
550,Used,f,35700,2011,White,5.5,Gasoline,ENC,Premium,unsp,unsp,12
550,Used,f,86447,2007,Black,5.5,Gasoline,Pac,Harman Kardon,Alloy,unsp,17
550,New,f,10,2015,Black,4.7,Gasoline,Mid,Premium,Alloy,unsp,59
550,New,f,14,2015,White,4.6,Gasoline,ESC,unsp,unsp,unsp,1
430,Used,f,2.00E+05,2004,White,4.3,Gasoline,SoA,unsp,unsp,unsp,10
430,Used,f,163328,2000,Silver,4.3,Gasoline,SoA,unsp,Alloy,unsp,20
550,Used,t,58352,2007,Silver,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,63
550,Used,f,57650,2007,Blue,5.5,Gasoline,ENC,Premium,unsp,unsp,43
550,Used,f,14453,2013,White,4.6,Gasoline,WSC,unsp,unsp,unsp,0
550,Used,f,10950,2014,Black,4.6,Gasoline,Mid,unsp,Alloy,unsp,46
430,Used,f,61112,2005,Silver,4.3,Gasoline,SoA,unsp,unsp,unsp,74
63,New,f,8,2015,unsp,5.5,Gasoline,Mtn,Premium,Alloy,unsp,77
550,Used,f,125000,2007,Black,5.5,Gasoline,Mtn,Premium,unsp,unsp,13
550,Used,f,54267,2008,Black,5.5,Gasoline,Pac,Premium,Alloy,unsp,63
550,Used,f,24773,2007,Red,5.5,Gasoline,SoA,unsp,Alloy,unsp,79
550,New,f,13,2015,Black,4.6,Gasoline,ESC,Premium,Alloy,unsp,51
550,Used,f,39464,2011,Black,5.5,Gasoline,Pac,unsp,Premium,unsp,6
550,Used,f,86936,2009,Gray,5.5,Gasoline,SoA,Premium,Alloy,unsp,41
550,CPO,f,33070,2012,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,40
550,New,f,14,2015,Black,4.6,Gasoline,WSC,unsp,unsp,unsp,1
63,Used,f,49266,2010,Black,6.3,Gasoline,Mid,Premium,unsp,unsp,47
430,Used,f,71217,2006,White,4.3,Gasoline,Pac,Premium,Alloy,unsp,38
430,Used,f,124565,2002,Black,4.3,Gasoline,Mid,unsp,Alloy,unsp,50
550,Used,f,105003,2007,Silver,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,72
550,New,f,6,2015,Red,4.6,Gasoline,Pac,unsp,unsp,18,85
550,New,f,10,2014,Black,4.6,Gasoline,Pac,Premium,Alloy,unsp,64
550,New,f,10,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,59
550,New,f,8,2015,unsp,4.6,Gasoline,ESC,unsp,unsp,18,81
430,Used,f,137086,2004,Gray,4.3,Gasoline,ENC,Premium,Alloy,unsp,51
430,Used,f,78832,2000,Silver,4.3,Gasoline,ENC,unsp,Alloy,unsp,24
550,Used,f,73289,2012,Black,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,53
600,Used,f,70340,2007,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,62
500,Used,f,172025,2002,Silver,5,Gasoline,SoA,Premium,unsp,unsp,33
63,New,f,5,2015,White,5.5,Gasoline,SoA,unsp,unsp,unsp,0
500,Used,f,95089,2004,Black,5,Gasoline,New,Premium,unsp,unsp,34
430,Used,f,109264,2003,Blue,4.3,Gasoline,SoA,unsp,unsp,unsp,5
550,Used,t,62574,2011,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,5
63,CPO,f,26367,2012,unsp,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,41
63,Used,f,30554,2013,Black,5.5,Gasoline,WSC,Harman Kardon,Alloy,unsp,82
550,New,f,2,2015,White,4.6,Gasoline,ENC,Premium,unsp,unsp,74
550,CPO,t,26098,2012,Blue,4.6,Gasoline,Pac,unsp,unsp,unsp,3
550,CPO,f,43835,2011,Black,5.5,Gasoline,Mid,Premium,Alloy,unsp,109
550,Used,t,48542,2010,White,5.5,Gasoline,Pac,unsp,unsp,unsp,4
63,New,f,12,2015,Black,5.5,Gasoline,Pac,unsp,unsp,unsp,1
550,Used,t,74828,2007,Black,5.5,Gasoline,ESC,unsp,unsp,unsp,75
550,CPO,f,38331,2012,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,69
550,Used,f,98619,2008,Gray,5.5,Gasoline,ESC,unsp,unsp,unsp,6
63,New,f,20,2015,Black,5.5,Gasoline,Mtn,Premium,Alloy,unsp,76
550,New,f,7,2015,Blue,4.6,Gasoline,Pac,unsp,unsp,19,14
550,CPO,t,37026,2011,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,71
550,New,f,8,2014,Black,4.6,Gasoline,New,unsp,unsp,unsp,1
550,Used,t,18931,2012,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,68
500,Used,f,219000,2003,unsp,5,Gasoline,SoA,unsp,Alloy,unsp,55
420,Used,f,163798,1995,Blue,4.2,Gasoline,Mid,Premium,Alloy,unsp,40
550,Used,f,66979,2007,Black,5.5,Gasoline,ENC,unsp,unsp,unsp,16
550,CPO,f,15845,2014,Black,4.6,Gasoline,Pac,unsp,Premium,unsp,34
550,Used,t,48394,2009,Black,5.5,Gasoline,WSC,unsp,unsp,unsp,2
550,Used,f,6020,2014,Black,4.6,Gasoline,SoA,unsp,Steel,18,82
550,Used,f,44989,2012,Black,4.6,Gasoline,WSC,Premium,Alloy,unsp,90
550,CPO,f,16803,2013,White,4.6,Gasoline,SoA,Harman Kardon,Alloy,19,79
550,CPO,t,2255,2014,unsp,4.6,Gasoline,Pac,unsp,unsp,unsp,64
500,Used,f,174258,1995,Black,5,Gasoline,ENC,Premium,Alloy,unsp,15
550,Used,f,22221,2011,Black,5.5,Gasoline,WSC,Harman Kardon,unsp,unsp,22
550,New,f,18,2015,Blue,4.6,Gasoline,Mid,Premium,Alloy,19,108
550,Used,t,37850,2012,White,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,99
63,New,f,10,2015,Black,5.5,Gasoline,Pac,Premium,Alloy,20,75
600,Used,f,69770,2007,Black,5.5,Gasoline,Pac,Premium,unsp,unsp,35
550,New,f,7,2015,White,4.6,Gasoline,Mid,unsp,unsp,unsp,2
500,Used,f,70075,2006,Silver,5,Gasoline,SoA,Bose,unsp,unsp,10
550,New,f,12,2015,Black,4.6,Gasoline,ENC,Premium,Alloy,unsp,71
550,CPO,t,12446,2013,Black,4.6,Gasoline,Mtn,Premium,unsp,unsp,28
550,New,f,11,2015,Black,4.6,Gasoline,ESC,Premium,Alloy,unsp,58
65,Used,t,1962,2013,White,6,Gasoline,WSC,unsp,unsp,unsp,49
550,Used,t,99896,2008,Silver,5.5,Gasoline,Mtn,unsp,unsp,unsp,6
500,Used,f,85120,2004,White,5,Gasoline,WSC,unsp,Alloy,unsp,13
430,Used,f,74100,2004,Red,4.3,Gasoline,ESC,unsp,unsp,unsp,6
550,New,f,10,2014,unsp,4.6,Gasoline,ESC,Premium,Alloy,unsp,64
550,Used,f,60460,2007,Gray,5.5,Gasoline,Mid,unsp,unsp,unsp,11
550,New,f,5,2014,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,58
550,Used,f,60287,2012,Black,4.6,Gasoline,New,Harman Kardon,unsp,unsp,98
550,Used,f,76476,2007,White,5.5,Gasoline,Mid,unsp,unsp,unsp,5
550,New,f,10,2015,Silver,4.6,Gasoline,SoA,Harman Kardon,Alloy,18,66
550,New,f,65,2015,Silver,4.7,Gasoline,Pac,unsp,Alloy,unsp,81
63,Used,f,68805,2011,Silver,5.5,Gasoline,SoA,Bang Olufsen,Alloy,unsp,71
550,New,f,16,2015,Blue,4.6,Gasoline,SoA,unsp,unsp,19,16
550,Used,f,66750,2008,unsp,5.5,Gasoline,ESC,Premium,Alloy,unsp,60
430,Used,f,154661,2004,Silver,4.3,Gasoline,WSC,unsp,unsp,unsp,6
550,New,f,7,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,unsp,79
550,CPO,t,23405,2013,White,4.6,Gasoline,Mid,unsp,Alloy,unsp,78
550,Used,f,8929,2014,Silver,4.6,Gasoline,Pac,unsp,Steel,18,67
550,New,f,5,2015,Black,4.6,Gasoline,Pac,Premium,Alloy,19,86
350,Used,f,92357,2006,Silver,3.7,Gasoline,WSC,Premium,unsp,unsp,37
430,Used,f,176699,2000,Silver,4.3,Gasoline,ENC,unsp,Alloy,unsp,20
550,CPO,f,22614,2012,Black,4.6,Gasoline,Pac,unsp,Premium,unsp,13
550,Used,f,88144,2007,Black,5.5,Gasoline,ESC,unsp,unsp,unsp,5
550,New,f,8,2015,Black,unsp,unsp,Mid,unsp,unsp,unsp,0
550,New,f,8,2015,Silver,4.6,Gasoline,Pac,unsp,unsp,18,87
430,Used,f,78619,2006,White,4.3,Gasoline,WSC,unsp,Alloy,unsp,49
550,New,f,15,2014,Black,4.6,Gasoline,Pac,Premium,Alloy,unsp,66
550,Used,f,30988,2010,Brown,5.5,Gasoline,Pac,unsp,unsp,unsp,0
550,Used,f,40129,2013,Black,4.6,Gasoline,SoA,Harman Kardon,Alloy,unsp,57
550,CPO,f,49939,2012,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,72
430,Used,f,75541,2006,Silver,4.3,Gasoline,Pac,unsp,unsp,unsp,5
550,Used,f,87711,2007,White,5.5,Gasoline,New,unsp,Alloy,unsp,47
500,Used,f,97202,2003,Silver,5,Gasoline,SoA,Premium,Alloy,unsp,27
550,Used,t,30115,2012,Black,4.6,Gasoline,Mid,Premium,unsp,unsp,40
550,New,f,11,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,68
550,Used,t,60495,2010,Silver,5.5,Gasoline,SoA,unsp,unsp,unsp,33
430,Used,f,78491,2005,White,4.3,Gasoline,SoA,unsp,unsp,unsp,52
550,Used,f,14835,2012,Black,4.6,Gasoline,ENC,Premium,Alloy,unsp,61
63,CPO,f,6245,2013,Black,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,74
550,CPO,f,29138,2012,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,81
550,Used,f,103960,2007,Gray,5.5,Gasoline,Pac,unsp,unsp,unsp,0
63,New,f,18,2015,Silver,5.5,Gasoline,WSC,unsp,unsp,20,96
550,Used,f,31451,2012,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,6
550,New,f,8,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,69
550,Used,f,28325,2011,Gray,5.5,Gasoline,ENC,Harman Kardon,Alloy,18,76
550,New,f,1,2015,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,1
550,New,f,38,2015,Silver,4.6,Gasoline,Mid,unsp,unsp,unsp,76
550,New,f,10,2015,Silver,4.6,Gasoline,WSC,unsp,unsp,unsp,2
550,CPO,f,26959,2012,Black,4.6,Gasoline,ENC,Premium,Alloy,unsp,78
550,New,f,15,2014,White,4.6,Gasoline,SoA,Premium,Alloy,unsp,63
600,Used,f,123112,2002,Black,5.8,Gasoline,WSC,unsp,unsp,unsp,1
550,Used,f,65773,2007,White,5.5,Gasoline,SoA,Premium,Alloy,unsp,23
550,New,f,1,2014,Silver,4.6,Gasoline,SoA,unsp,unsp,unsp,0
550,New,f,5,2015,Silver,4.6,Gasoline,Mid,Premium,Alloy,unsp,68
550,Used,f,38183,2010,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,0
550,Used,f,34140,2008,Silver,5.5,Gasoline,ENC,unsp,Alloy,unsp,15
550,Used,f,123320,2007,unsp,5.5,Gasoline,SoA,Premium,Alloy,unsp,54
500,Used,t,96839,2005,Silver,5,Gasoline,WSC,unsp,unsp,unsp,50
550,New,f,14,2015,Silver,4.6,Gasoline,SoA,Premium,Alloy,unsp,66
550,New,f,12,2015,Red,4.6,Gasoline,WSC,unsp,unsp,18,86
430,Used,f,100018,2006,Black,4.3,Gasoline,SoA,Premium,Alloy,unsp,60
350,Used,f,137613,2006,Black,3.7,Gasoline,Pac,Harman Kardon,unsp,unsp,4
550,New,f,12,2015,Silver,4.6,Gasoline,Pac,Premium,unsp,unsp,72
550,Used,f,54022,2008,Black,5.5,Gasoline,ENC,unsp,unsp,unsp,48
550,CPO,f,20341,2012,White,4.6,Gasoline,WSC,Premium,Alloy,unsp,80
550,Used,f,132674,2007,Gray,5.5,Gasoline,ENC,unsp,unsp,unsp,77
550,Used,t,49046,2011,Black,5.5,Gasoline,ENC,Harman Kardon,Alloy,unsp,78
550,Used,f,19477,2013,Silver,4.6,Gasoline,SoA,unsp,Alloy,unsp,47
550,CPO,t,23723,2012,Black,4.6,Gasoline,ESC,Premium,Alloy,unsp,74
500,Used,f,89500,2002,Silver,5,Gasoline,Mtn,unsp,Alloy,unsp,46
550,Used,f,52530,2010,Silver,5.5,Gasoline,Mtn,Harman Kardon,Alloy,unsp,55
550,New,f,20,2015,Black,4.6,Gasoline,Mtn,unsp,unsp,unsp,1
63,New,f,12,2015,Black,5.5,Gasoline,SoA,unsp,unsp,20,79
550,Used,f,31808,2013,unsp,4.6,Gasoline,SoA,Premium,Alloy,unsp,61
550,Used,f,14372,2011,Black,5.5,Gasoline,New,Harman Kardon,Alloy,18,91
550,New,f,7,2015,Silver,4.6,Gasoline,ENC,Premium,Alloy,19,78
550,Used,t,14887,2012,Black,4.6,Gasoline,WSC,Harman Kardon,Alloy,unsp,72
550,New,f,1,2015,White,4.6,Gasoline,Pac,unsp,Alloy,19,85
550,Used,t,55164,2007,Gray,5.5,Gasoline,SoA,Premium,Alloy,unsp,59
550,Used,f,56255,2007,Silver,5.5,Gasoline,ENC,unsp,Alloy,unsp,76
550,New,f,5,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,62
550,CPO,t,34196,2012,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,87
550,Used,f,96885,2008,Silver,5.5,Gasoline,Pac,Premium,Alloy,unsp,81
550,Used,f,60611,2009,Silver,5.5,Gasoline,Mid,Harman Kardon,Alloy,unsp,60
500,Used,f,64991,2005,Gray,5,Gasoline,SoA,unsp,unsp,unsp,70
500,Used,f,221236,2000,Black,5,Gasoline,SoA,unsp,unsp,unsp,0
550,CPO,f,18580,2013,Black,4.6,Gasoline,SoA,Premium,Alloy,unsp,83
550,New,f,15,2015,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,68
550,Used,f,48388,2010,White,5.5,Gasoline,SoA,unsp,unsp,unsp,39
550,New,f,8,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,60
550,Used,f,59845,2007,Gray,5.5,Gasoline,Mid,unsp,unsp,unsp,8
550,Used,f,92544,2007,Silver,5.5,Gasoline,ENC,unsp,Alloy,unsp,9
63,New,f,1,2015,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,1
63,Used,t,12387,2012,Black,5.5,Gasoline,New,unsp,unsp,unsp,42
550,New,f,12,2014,Black,4.6,Gasoline,New,unsp,unsp,unsp,55
550,New,f,50,2014,White,4.6,Gasoline,Mid,unsp,unsp,unsp,60
550,Used,f,114800,2007,Black,5.5,Gasoline,SoA,unsp,unsp,unsp,2
63,New,f,13,2013,Black,5.5,Gasoline,Pac,Harman Kardon,unsp,unsp,59
550,New,f,6,2015,Silver,4.6,Gasoline,Mid,unsp,unsp,19,4
550,Used,f,30546,2013,White,4.6,Gasoline,WSC,Premium,Alloy,unsp,79
550,CPO,f,29976,2012,White,4.6,Gasoline,Mid,Premium,Alloy,unsp,75
550,New,f,28,2015,White,4.7,Gasoline,SoA,Premium,Alloy,unsp,101
430,Used,f,177307,2000,Black,4.3,Gasoline,SoA,Bose,unsp,unsp,33
550,New,f,10,2015,Silver,4.6,Gasoline,SoA,unsp,Alloy,18,64
550,New,f,20,2015,Black,4.6,Gasoline,Mid,Premium,Alloy,18,80
550,New,f,16,2015,Black,4.6,Gasoline,Mid,Premium,unsp,unsp,77
550,New,f,10,2015,Black,4.6,Gasoline,SoA,unsp,unsp,unsp,0
430,Used,f,99098,2001,Black,4.3,Gasoline,ENC,unsp,Chrome,unsp,44
550,Used,f,94698,2007,unsp,5.5,Gasoline,Pac,unsp,unsp,unsp,59
500,Used,f,79794,2006,Silver,5,Gasoline,SoA,Premium,unsp,unsp,36
550,Used,f,58750,2007,unsp,5.5,Gasoline,Mid,Premium,Alloy,unsp,67
550,Used,f,57920,2008,White,5.5,Gasoline,Pac,Premium,unsp,unsp,17
430,Used,f,140145,2001,Blue,4.3,Gasoline,WNC,Premium,unsp,unsp,36
550,New,f,10,2015,Black,4.6,Gasoline,SoA,Premium,unsp,unsp,72
550,New,f,12,2014,Black,4.6,Gasoline,New,unsp,Alloy,18,82
550,Used,f,56334,2007,Gold,5.5,Gasoline,SoA,Premium,Alloy,unsp,41
600,Used,t,23349,2007,Silver,5.5,Gasoline,SoA,Harman Kardon,Alloy,unsp,22
550,Used,f,39360,2011,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,73
500,Used,f,123419,2001,Silver,5,Gasoline,Pac,unsp,unsp,unsp,1
550,New,f,13,2015,unsp,4.6,Gasoline,Pac,unsp,unsp,unsp,77
550,New,f,14,2015,Silver,4.6,Gasoline,WNC,Premium,Alloy,19,62
350,Used,f,116897,2006,Black,3.7,Gasoline,Pac,Bose,Alloy,unsp,41
550,New,f,5,2015,Black,4.7,Gasoline,Mid,Premium,Alloy,unsp,79
550,Used,f,52347,2010,Black,5.5,Gasoline,Mid,Harman Kardon,unsp,unsp,60
550,New,f,5,2015,Black,4.6,Gasoline,Mid,unsp,unsp,unsp,2
550,New,f,10,2014,Black,4.6,Gasoline,Mid,Premium,Alloy,unsp,63
550,Used,f,75302,2007,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,58
550,Used,f,28532,2013,Black,4.6,Gasoline,ESC,Harman Kardon,Alloy,unsp,76
550,Used,f,29554,2010,Silver,5.5,Gasoline,Mid,Premium,Alloy,unsp,70
500,Used,t,88267,2005,Gray,5,Gasoline,New,unsp,Alloy,unsp,60
550,Used,f,65084,2007,Silver,5.5,Gasoline,WNC,Harman Kardon,unsp,unsp,46
600,Used,f,43750,2007,Black,5.5,Gasoline,SoA,unsp,Alloy,unsp,19
63,Used,f,51533,2009,Black,6.3,Gasoline,SoA,Premium,Alloy,unsp,61
350,Used,f,37516,2006,Silver,3.7,Gasoline,ENC,Premium,Alloy,unsp,58
63,New,f,6,2015,unsp,5.5,Gasoline,Pac,unsp,unsp,unsp,3
550,CPO,t,35314,2012,Black,4.6,Gasoline,New,unsp,Alloy,unsp,37
550,New,f,7,2014,Black,4.6,Gasoline,Pac,unsp,unsp,unsp,0
420,Used,f,87737,1995,Blue,4.2,Gasoline,ENC,unsp,unsp,unsp,29
550,Used,f,35881,2011,Black,5.5,Gasoline,WSC,unsp,unsp,unsp,40
550,CPO,f,29809,2012,unsp,4.6,Gasoline,Mid,unsp,unsp,unsp,4
550,New,f,13,2015,Black,4.6,Gasoline,New,Premium,unsp,unsp,81
430,Used,f,39755,2004,Gold,4.3,Gasoline,SoA,Bose,Alloy,unsp,28
63,New,f,18,2015,White,5.5,Gasoline,Mid,Premium,Alloy,unsp,76
550,Used,f,69983,2007,Silver,5.5,Gasoline,SoA,unsp,Alloy,unsp,44
550,CPO,t,22111,2011,Gray,5.5,Gasoline,SoA,unsp,unsp,unsp,69
550,New,f,7,2014,White,4.6,Gasoline,Pac,unsp,unsp,unsp,2
550,New,f,4,2015,unsp,4.6,Gasoline,Mtn,Premium,unsp,unsp,76
65,Used,f,36516,2012,Black,6,Gasoline,WSC,Bang Olufsen,Alloy,unsp,66
550,New,f,23,2015,Silver,4.6,Gasoline,New,Premium,Alloy,unsp,65
550,New,f,13,2015,Black,4.6,Gasoline,WNC,unsp,unsp,unsp,48
550,CPO,f,40735,2012,Silver,4.6,Gasoline,Mtn,unsp,unsp,unsp,60
550,Used,f,13434,2013,Gray,4.6,Gasoline,Mid,unsp,Alloy,unsp,46
430,Used,f,81675,2001,Black,4.3,Gasoline,SoA,Bose,Alloy,unsp,28
550,Used,t,74900,2008,Black,5.5,Gasoline,SoA,Premium,Alloy,unsp,92
63,Used,f,91803,2008,Black,6.3,Gasoline,Pac,Premium,unsp,unsp,37
550,New,f,19,2014,Silver,4.6,Gasoline,SoA,Premium,unsp,unsp,64
550,CPO,t,18217,2012,White,4.6,Gasoline,Pac,Premium,Alloy,unsp,70
550,New,f,65,2013,Black,4.6,Gasoline,Pac,Premium,Alloy,unsp,70
430,Used,f,200002,2003,Gray,4.3,Gasoline,SoA,Premium,Alloy,unsp,53
550,Used,f,49382,2009,Gray,5.5,Gasoline,SoA,Premium,Alloy,unsp,100
